[Tue Mar 11 21:25:45.122507 2025] [authz_core:debug] [pid 13780:tid 2972] mod_authz_core.c(843): [client 127.0.0.1:49755] AH01628: authorization result: granted (no directives)
[Tue Mar 11 21:26:12.641260 2025] [authz_core:debug] [pid 13780:tid 2948] mod_authz_core.c(843): [client 127.0.0.1:49756] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/
[Tue Mar 11 23:44:45.109925 2025] [authz_core:debug] [pid 13780:tid 2972] mod_authz_core.c(843): [client 127.0.0.1:51660] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=low&due_from=2025-03-11&due_to=&sort_by=due_date&order=asc
[Tue Mar 11 23:44:46.431420 2025] [authz_core:debug] [pid 13780:tid 2972] mod_authz_core.c(843): [client 127.0.0.1:51660] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=low&due_from=2025-03-11&due_to=&sort_by=due_date&order=asc
[Tue Mar 11 23:44:49.724176 2025] [authz_core:debug] [pid 13780:tid 2972] mod_authz_core.c(843): [client 127.0.0.1:51660] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=low&due_from=2025-03-11&due_to=&sort_by=due_date&order=asc
[Tue Mar 11 23:44:55.715422 2025] [authz_core:debug] [pid 13780:tid 2948] mod_authz_core.c(843): [client 127.0.0.1:51661] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=low&due_from=2025-03-11&due_to=&sort_by=due_date&order=desc
[Tue Mar 11 23:44:58.716894 2025] [authz_core:debug] [pid 13780:tid 2948] mod_authz_core.c(843): [client 127.0.0.1:51661] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=medium&due_from=2025-03-11&due_to=&sort_by=due_date&order=desc
[Tue Mar 11 23:45:01.201054 2025] [authz_core:debug] [pid 13780:tid 2948] mod_authz_core.c(843): [client 127.0.0.1:51661] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=to-do&priority=medium&due_from=2025-03-11&due_to=&sort_by=due_date&order=desc
[Tue Mar 11 23:45:05.637587 2025] [authz_core:debug] [pid 13780:tid 2948] mod_authz_core.c(843): [client 127.0.0.1:51661] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=to-do&priority=medium&due_from=2025-03-11&due_to=&sort_by=priority&order=desc
[Tue Mar 11 23:45:07.532314 2025] [authz_core:debug] [pid 13780:tid 2948] mod_authz_core.c(843): [client 127.0.0.1:51661] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=medium&due_from=2025-03-11&due_to=&sort_by=priority&order=desc
[Thu Mar 13 19:15:51.717373 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63425] AH01628: authorization result: granted (no directives)
[Thu Mar 13 19:16:05.268809 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63425] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/
[Thu Mar 13 19:16:25.425100 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63426] AH01628: authorization result: granted (no directives)
[Thu Mar 13 19:16:32.205628 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63445] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/
[Thu Mar 13 19:16:37.155027 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63445] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/login
[Thu Mar 13 19:16:39.167746 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63456] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/login
[Thu Mar 13 19:16:47.462614 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63474] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 19:16:47.795265 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63475] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 19:16:49.421072 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63475] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/
[Thu Mar 13 19:17:06.245405 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63490] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/register
[Thu Mar 13 19:17:06.938559 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63491] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/register
[Thu Mar 13 19:17:14.208225 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63502] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 19:17:32.568880 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63503] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 19:17:32.855029 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63507] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 19:17:35.357550 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63507] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 19:17:38.313726 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63507] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:17:39.919404 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63507] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:17:43.161968 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63507] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:17:43.438992 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63518] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:17:45.135377 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63518] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/
[Thu Mar 13 19:17:48.908672 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63518] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/login
[Thu Mar 13 19:17:49.385417 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63540] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/login
[Thu Mar 13 19:17:52.948381 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63540] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 19:17:54.378338 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63540] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:18:00.420780 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63553] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:18:04.913469 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63553] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=to-do&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:18:07.847892 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63553] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=in-progress&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:18:12.879534 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63553] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=done&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:18:15.838513 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63553] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=to-do&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:18:17.310160 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63553] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=in-progress&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:24:18.295693 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63646] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=in-progress&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:25:24.748656 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63664] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=in-progress&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:25:35.512367 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63665] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=in-progress&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:25:41.408821 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63671] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:25:44.144918 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63671] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?page=2
[Thu Mar 13 19:25:51.025208 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63677] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?page=1
[Thu Mar 13 19:26:05.419854 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63685] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=high&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:26:08.605600 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63685] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:26:19.638415 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63690] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=priority&order=asc
[Thu Mar 13 19:26:23.211740 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63690] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=priority&order=desc
[Thu Mar 13 19:26:26.654140 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63690] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=desc
[Thu Mar 13 19:26:29.654982 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63690] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 19:26:44.529482 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63696] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=desc
[Thu Mar 13 19:29:45.804262 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63757] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=2025-03-20&due_to=&sort_by=due_date&order=desc
[Thu Mar 13 19:29:51.212732 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:63757] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=2025-03-20&due_to=&sort_by=due_date&order=desc
[Thu Mar 13 19:30:36.676393 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:63758] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=2025-03-20&due_to=&sort_by=due_date&order=desc
[Thu Mar 13 20:44:06.773663 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64394] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=2025-03-19&due_to=&sort_by=due_date&order=desc
[Thu Mar 13 20:44:16.295492 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64396] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=2025-03-20&due_to=&sort_by=due_date&order=desc
[Thu Mar 13 20:44:21.617052 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64401] AH01628: authorization result: granted (no directives)
[Thu Mar 13 20:44:44.427467 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64408] AH01628: authorization result: granted (no directives)
[Thu Mar 13 20:44:49.165377 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64408] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:44:50.660795 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64408] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 20:44:52.609782 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64408] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 20:45:57.911756 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64422] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 20:45:59.950756 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64422] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 20:46:01.628925 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64422] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 20:46:17.613155 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64423] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 20:47:02.446663 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64437] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 20:47:05.422223 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64437] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:47:06.518037 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64437] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 20:47:08.965640 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64437] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 20:47:12.285920 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64437] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:47:14.682491 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64437] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?page=2
[Thu Mar 13 20:47:16.628997 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64437] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 20:47:22.673766 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64443] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 20:47:26.263082 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64443] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=priority&order=asc
[Thu Mar 13 20:47:31.310383 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64443] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?page=2
[Thu Mar 13 20:50:04.774916 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64498] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?page=2
[Thu Mar 13 20:50:07.044173 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64498] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 20:50:47.621495 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64499] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 20:50:48.106857 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64499] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:50:50.210891 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64499] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:50:58.361904 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64510] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date&order=asc
[Thu Mar 13 20:51:00.500887 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64510] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=priority&order=asc
[Thu Mar 13 20:51:02.021353 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64510] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?sort_by=priority&order=asc&page=2
[Thu Mar 13 20:52:47.001643 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64528] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?sort_by=priority&order=asc&page=1
[Thu Mar 13 20:52:48.518752 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64528] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:52:49.542338 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64528] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:53:21.267323 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64529] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:53:28.444679 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64541] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:53:44.614196 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64544] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:53:49.949734 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64547] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:53:59.032233 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64550] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:54:18.822958 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64553] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:54:30.535068 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64559] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:54:42.605573 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64563] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:54:52.356359 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64576] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:55:07.256721 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64580] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:55:13.286119 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64583] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:55:23.116845 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64588] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:55:30.377574 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64592] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:56:25.517560 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64595] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:56:27.473760 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64595] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:56:40.859991 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64627] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:56:43.887729 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64627] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:56:44.296224 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64627] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:56:59.093773 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64633] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:56:59.705003 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64633] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:57:10.200649 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64644] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:57:10.947870 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64644] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:57:17.779672 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64652] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:57:18.277713 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64652] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:57:37.590064 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64661] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:57:38.553168 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64661] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:58:04.031329 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64674] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:58:05.770528 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64674] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 20:58:06.879651 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64674] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date
